date,China,Japan,United States of America,South Korea,Germany,United Kingdom,France,Russia,
2021/7/11,408984.88,260890.04,504279.97,88931.6,39064.67,29660.63,20679.01,30805.67,
2021/7/12,342902.48,280758.25,486284.16,66666.48,34959.54,26710.67,20222.23,27340.54,
2021/7/13,338074.97,277647.23,438298.39,62705.77,37432.37,24993.89,22331.39,30272.9,
2021/7/14,401146.81,245622.86,465199.72,69517.72,40559.44,30584.26,21963.73,27827.42,
2021/7/15,353497.99,225309.19,538284.75,75565.3,35564.94,28137.97,19223.7,23982.01,
2021/7/16,351555.65,212333.01,552632.24,78950.04,42111.54,27458.76,18417.58,25126.11,
2021/7/17,417073.59,239374.23,514871.92,83204.15,45270.73,28194.48,19854.33,21033.6,
2021/7/18,419695.23,241815.69,529974.79,83723.85,38502.22,28544.61,19675.14,23285.37,
2021/7/19,341101.73,446441.58,585404.3,170687.52,39659.39,22013.22,23786.58,22576.39,
2021/7/20,749254.37,642041.54,1069190.84,282365.98,57512.04,29376.63,32116.79,21960.54,
2021/7/21,3480974.7,1888935.1,1313134.56,424367.31,178962.65,82601.01,91979.79,67886.98,
2021/7/22,2511431.82,1427359.74,1173463.96,422666.25,113171.83,75832.09,60108.79,42745.21,
2021/7/23,1889177.42,1438376.39,1119799.44,343060.5,103315.85,63603,51753.15,40209.29,
2021/7/24,1855795.11,1135434.48,1476841.11,438396.48,79326.85,55613.89,43771.7,43078.73,
2021/7/25,1500072.84,1037254.46,1173480.3,384618.66,83684.9,49786.57,50666.74,33776.4,
2021/7/26,1098523.69,581733.54,706243.71,257176.24,58907.31,40215.47,37065.23,31803.51,
2021/7/27,1171089.74,588411.41,664003.54,205099.99,63711.24,41032.58,36768.26,33536.91,
2021/7/28,1214643.04,565248.71,631092.57,222362.52,68023.67,36147.16,33907.26,36954.05,
2021/7/29,792923.23,490766.15,714179.41,166132.55,61090.53,33582.16,32054.76,19538.99,
2021/7/30,874531.92,541250.9,730067.18,186229.03,59461.76,42439.43,32598.94,28135.51,
2021/7/31,848509.98,679128.24,649471.13,266356.24,57298.42,36219.24,33428.49,34831.68,
2021/8/1,803625.43,1384261.73,596106.65,252413.78,61876.81,36806.72,35626.35,38761.16,
2021/8/2,686529.82,904529.77,538606.94,189520.7,50650.13,34829.52,30573.09,36537.88,
2021/8/3,551176.28,756315.82,585079.02,157276.79,47942.83,34278.61,28166.7,32684.51,
2021/8/4,677362.68,573281.56,550426.86,122321.86,50104.39,30768.57,30018.35,42340.81,
2021/8/5,651034.16,678321.5,614337.36,133162.25,44241.62,35382.62,32347.84,34206.33,
2021/8/6,573496.91,582627.79,643037.1,155007.49,48259.44,37309,29807.81,45398.35,
2021/8/7,542597.75,440486.7,636964.86,156363.87,50199.21,33814.78,32188.8,37804.92,
2021/8/8,722361.15,549681.61,618781.69,175868.52,43700.67,35905.29,35766.47,33035.07,
2021/8/9,669218.59,741400.36,584088.1,270621,47843.97,29557.15,34373.94,35209.21,
2021/8/10,1458715.11,2313034.32,1122107.85,440171.65,90063.84,60764.8,55150.56,58042.4,
2021/8/11,1639462.45,1565860.31,980376.98,312572.97,110775.13,55903.43,57158.57,54172.47,
2021/8/12,1183833.12,1104878.58,1030287.53,360411.5,73556.11,56831.84,42673.2,41810.23,
2021/8/13,959897.42,1078102.22,902201.11,351203.17,81503.14,55028.58,35532.15,47520.79,
2021/8/14,749418.44,742390.34,837926.77,275132.88,75872.87,47378.58,32713.09,36490.71,
2021/8/15,559585.53,838038.8,708409.12,265044.52,58831.97,45617.69,38108.32,38473.82,
2021/8/16,507263.27,486231.33,585938.62,115515.9,39895.93,34401.26,27056.31,36740.69,
2021/8/17,516506.79,370683.12,556593.45,126989.2,43905.31,35560.39,26152.43,31875.12,
2021/8/18,502737.08,282335.07,511343.32,107068.13,43728.08,29831.03,20979.18,37846.75,
2021/8/19,409956.16,291882.25,620344.27,88913.1,41747.59,27597.33,22256.31,32054.47,
2021/8/20,619398.6,352907.71,707518.52,116559.71,45745.14,41766.09,22858.58,32575.41,
2021/8/21,626844.45,382021.23,647845.79,124577.48,48733.99,41340.49,23918,30314.38,
2021/8/22,486482.9,406419.37,588506.04,124525.7,48297.05,36424.09,25058.02,26254.24,
2021/8/23,374877.95,393755.37,499493.64,100840.84,36612.8,28917.24,20820.19,24791.89,
2021/8/24,391695.44,386777.23,491359.44,101368.23,39174.9,32798.55,22662.81,31503.72,
2021/8/25,380207.24,522184.37,470018.88,106863.82,45916.98,27949.8,27257.67,37397.11,
2021/8/26,358553.26,428144.56,507709.88,119408.44,42664.12,31334.98,23244.73,27439.47,
2021/8/27,394694.94,421361.59,568972.83,111016.14,43786.33,40758.48,23359.4,27831.65,
2021/8/28,391824.14,435890.93,575947.86,118889.44,52503.27,36605,24134.91,28933.73,
2021/8/29,431461.42,369627.05,521108.77,130367.36,42707.55,33634.66,23492.74,25269.51,
2021/8/30,572809.16,1100886.97,619110.98,267531.77,50696.93,33143.15,27653.07,24983.25,
2021/8/31,1443986.61,1898621.28,1531169.49,762999.67,103067.32,56756.83,52078.82,38577.59,
2021/9/1,6640596.26,3943432.28,1925044.34,1106693.08,284722.75,136083.8,89706.48,108537.82,
2021/9/2,6542553.61,1907364.05,2202549.87,950059.51,178074.03,98687.28,65981.73,62730.21,
2021/9/3,4782813.12,1927316.1,1781557.93,714209.31,185694.88,86043.22,66355.5,72118.85,
2021/9/4,3517194.04,1867130.24,1514111.29,715558.11,149896.7,77428.62,68889.36,57213.55,
2021/9/5,2573697.67,1657941.75,1218947.23,652776.68,164237.46,81205,69076.62,69248.35,
2021/9/6,2103879.84,1441051.44,1021692.98,526435.19,121697.42,59199.27,55630.4,53937.07,
2021/9/7,2117241.44,1066238.92,817920.73,395435.87,85155.08,49055.88,59934.99,52096.76,
2021/9/8,1503729.38,1004363.64,680961.85,332667.49,90074.04,54491.86,48474.08,49379.41,
2021/9/9,965441.67,836139.01,860861.66,459082.06,73285.12,45185.78,45603.4,34758.01,
2021/9/10,1017650.82,1157118.44,806232.23,415792.59,80981.44,43593.6,42429.68,45359.12,
2021/9/11,762479.39,1365567.28,835673.97,396757.05,67162.15,39226.38,41573.99,38867.92,
2021/9/12,929822.34,770938.15,727930.61,333356.31,75609.21,39530.43,48176.61,36817.36,
2021/9/13,759235.28,624740.87,599764.99,313680.48,57031.85,33235.24,39084.63,34767.6,
2021/9/14,752600.07,581535.73,597719.67,343813.43,67823.7,39974.81,37903.77,35635.1,
2021/9/15,857954.72,748554.92,626556.43,364670.27,73821.32,42812.71,38154.65,41570.26,
2021/9/16,894793.63,787789.62,708065.25,308778.95,59184.97,34521.95,32631.74,29282.82,
2021/9/17,861094.51,707313.33,714305.93,412497.16,65463.34,40611.54,35227.78,39851.64,
2021/9/18,860978.39,662074.82,812525.95,414047.75,67595.85,40788.31,37043.33,35746.85,
2021/9/19,965139.24,595124.18,603043.77,345664.16,58719.14,37562.26,38377.02,28852.78,
2021/9/20,859868.49,1156594.87,522380.62,346623.78,60379.23,35181.44,33215.73,37936.52,
2021/9/21,1661715.64,1108741.83,849859.58,395914.24,70935.23,57483.93,47401.27,45321.68,
2021/9/22,1182138.48,1808775.15,919918.78,369621.53,92635,66298.32,56165.67,52892.79,
2021/9/23,671995.05,1188034.89,930120.93,504825.69,70289.13,49427.71,47521.47,34777.45,
2021/9/24,625232.8,1014419.1,843451.56,512631.13,78167.69,47708.55,40312.67,33707.17,
2021/9/25,536563.17,955386.73,827191.73,531249.16,73817.47,47942.27,42255.09,30711.84,
2021/9/26,466896.02,656717.28,602405.38,272340.7,66520.57,40724.52,47376.15,27670.99,
2021/9/27,320920.08,507312.39,512851.13,219768.47,60721.9,33388.46,39105.28,24358.97,
2021/9/28,299139.74,411782.51,519374,186813.82,63962.05,29853.95,33930.97,20082.73,
2021/9/29,269774.41,400523.27,488799.97,166079.56,70573.78,35206.88,31841.94,26754.65,
2021/9/30,286992.06,589074.05,515754.24,187196.8,64541.37,34530.08,29831.74,16528.27,
2021/10/1,347357.31,1023177.5,676614.1,204795.62,66192.41,40589.12,29585.46,20994.55,
2021/10/2,348427.62,649408.85,561093.61,194928.03,60444.58,33614.67,28338.2,23298.76,
2021/10/3,370416.54,438213.57,524366.04,158759.24,61098.69,37211.85,29737.98,30905.07,
2021/10/4,403682.58,429567.91,436639.98,134798.97,52932.1,29391.94,26982.9,26573.9,
2021/10/5,367225.6,247122.03,408275.73,108595.31,35295.72,28518.97,21101.58,24001.47,
2021/10/6,344457.26,259658.52,360778.09,103196.66,38799,28558.64,19944.12,27937.32,
2021/10/7,315919.09,269953.44,326009.24,96722.88,36389.8,25780.37,18760.89,22851.13,
2021/10/8,216832.2,283862.16,384323.71,107970.22,43069.45,33252.62,19804.47,32337.4,
2021/10/9,261632.47,320523.78,340088.84,141708.49,33489.76,29940.9,19648.22,36270.77,
2021/10/10,225848.66,337537.75,349095.64,107924.41,34002.32,23552.45,18983.78,30519.41,
2021/10/11,197955.28,399697.53,388116.17,152503.98,34246.23,22240.37,18566.67,24612.73,
2021/10/12,398447.53,494899.47,679903.72,252932.06,44485.22,29844.5,21332.73,24634.71,
2021/10/13,2100769.83,2234823.37,821154.77,392257.97,97465.5,73148.86,55534.37,81282.07,
2021/10/14,1310144.95,2008764.72,850732.61,364810.56,68447.51,61046.3,45351.67,42684.23,
2021/10/15,720955.5,1011772.54,682454.93,365032.26,60768.76,54174.37,35980.05,45581.78,
2021/10/16,666663.96,892386.31,619540.29,360878.45,61917.29,36827.03,31481.51,33561.48,
2021/10/17,476173.79,782056.33,549628.37,269233.4,55407.35,34444.32,37406.79,42201.7,
2021/10/18,449232.39,566726.37,441183.79,203245.38,45766.82,28727.89,30865.94,32381.9,
2021/10/19,398663.59,429836.29,467271.31,145623.06,49137.18,31600.6,34503.42,37175.42,
2021/10/20,461059.93,411403.17,396669.46,137224.23,43096.62,26018.75,26828.52,29477.55,
2021/10/21,288758.67,404710.88,438635.62,137082.34,39312.84,24783.33,25820.09,25370.3,
2021/10/22,350381.91,385668.39,420413.58,123242.96,42023.09,27707.23,21437.63,22570.77,
2021/10/23,373122.39,409518.36,434448,107593.55,36739.69,28674.1,23605.54,24993.85,
2021/10/24,320284.38,395465.16,358951.95,99269.05,29589.98,26281.37,22296.08,26533.77,
2021/10/25,256829.44,691311.21,354652.92,78512.87,27151.22,28298.39,21807.4,24410.45,
2021/10/26,305836.7,312612.04,341525.07,77627.09,29768.9,26977.23,16220.67,22210.94,
2021/10/27,312518.6,351241.33,321268.74,75484.17,25633.03,28058.98,15460.76,24290.16,
2021/10/28,249578.54,303984,413775.69,73098.89,34414,28447.16,16627.44,20155.6,
2021/10/29,370198.53,277085.34,349737.99,79064.81,34864.38,35233.83,19854.02,25606.96,
2021/10/30,373168.2,316905.43,359727.02,90532.03,35534.99,24169.29,16611.8,24512.71,
2021/10/31,527423.3,443469.99,371861.82,124258.18,36202.93,26088.55,19398.05,26493.77,
2021/11/1,461650.79,2240282.42,593521.19,529623.58,40563.47,32388.67,26229.07,28480.55,
2021/11/2,5411205.29,2133859.72,1125977.7,557672.58,94808.11,67035.91,71210.69,54691.22,
2021/11/3,4921957.63,3241329.11,1299842.34,539710.26,143976.81,81424.2,67965.29,80288.05,
2021/11/4,2910121.58,2620607.99,1209293.92,391402.48,105323.43,75101.69,56274.69,62585.5,
2021/11/5,1627171.17,1741555.75,1204662.75,321104.14,94895.28,78149.49,58167.49,65210.02,
2021/11/6,1514239.44,1437964.96,977957.27,495758.53,84317.43,65569.32,44789.41,54280.55,
2021/11/7,1125197.43,1263380.06,838743.8,440002.48,83292.3,60337.74,52734.92,56597.13,
2021/11/8,930711.3,714302.5,660080.4,224556.46,55718.14,45667.93,35933.57,36248.4,
2021/11/9,973210.01,513970.27,573421.8,186510.19,39828.66,38442.87,30281.61,36795.63,
2021/11/10,955605.34,835640.09,521237.2,208492.05,43481.31,32385.73,28442.09,47583.39,
2021/11/11,914200.41,679511.49,678611,169084.66,36887.21,40316.8,25937.69,35116.81,
2021/11/12,943884.44,579668.5,657018.78,168030.28,46652.96,40412.84,26454.35,34824.94,
2021/11/13,992195.46,633266.51,672242.17,136176.35,39513.47,41890.25,25462.39,34503.79,
2021/11/14,926777.19,589120.58,610533.9,127235.7,41906.28,37656.49,25738.78,36773.97,
2021/11/15,863456.21,500721.96,483923.08,99722.91,29524.47,30533.99,20282.19,28786.56,
2021/11/16,803374.8,404020.24,464739.31,90641.18,34345.52,33016.22,19397.56,29287.53,
2021/11/17,746418.92,436662.32,400609.23,87013.51,29325.41,28684.34,17693.65,32241.22,
2021/11/18,653668.73,462467.89,452992.82,90549.62,31949.14,29032.86,17457.77,29220.82,
2021/11/19,782215.86,475828.27,386503.33,84954.91,31808.29,29465.17,17262.25,31056.97,
2021/11/20,752779.65,502583.25,410890.47,109143.78,38574.06,29789.7,18243.73,30869.67,
2021/11/21,866081.23,524939.68,424407.31,108732.73,31576.09,28989.7,19977.69,31412.92,
2021/11/22,820495,575216.24,419726.72,164182.29,35962.51,24416.4,19473.72,33124.76,
2021/11/23,1647489.67,758570.89,806618.95,212580.21,47330.53,40061.29,25318.98,38766.26,
2021/11/24,4792725.39,2266930.22,936892.08,391211.95,112033.99,88767.62,63844.77,68356.91,
2021/11/25,2486882.47,1950160.56,897246.91,330073.57,74867.45,79937.73,44406.62,58899.35,
2021/11/26,1996456.61,1552847.16,958898.51,280787.26,82294.2,87255.45,55090.08,52700.95,
2021/11/27,1316211.97,1136499.84,764997.33,288001.44,55501.96,47460.07,37611.88,38908.77,
2021/11/28,1125836.46,802689.91,663784.62,255905.41,48452.37,37151.06,35717.68,29681.13,
2021/11/29,776308.51,704728.76,487423.41,170330.65,52274.55,29509.53,24662.12,21365.03,
2021/11/30,816017.28,884950.41,410671.5,164771.62,45233.31,25564.35,22330.8,30397.12,
2021/12/1,755937.14,1301384.89,444862.6,204744.09,40352.24,34376.13,27211.92,38622.84,
2021/12/2,591354.31,736490.08,523827.11,140181.14,44163.04,35671.03,26132.98,28471.39,
2021/12/3,578778.9,674101.09,500325.48,114315.07,45969.85,32109.44,20668.97,32188.37,
2021/12/4,664894.71,659388.26,534263.87,126707.57,45285.16,34122.55,24014.57,29263.2,
2021/12/5,677487.85,655703.63,472629.13,124576.09,41271.06,37061.06,22026.95,26230.3,
2021/12/6,686514.01,581714.58,384644.49,124300.84,40206.07,28074.26,18939.9,33878.27,
2021/12/7,755917.25,523085.63,365610.08,123783.75,36862.55,26065.27,17870.37,28985.08,
2021/12/8,688905.5,530499.75,445105.43,132442.73,41769.51,29033.95,19444.29,30430.61,
2021/12/9,701939.53,474198.19,403630.96,131256.44,37254,23345.3,17568.09,25807.89,
2021/12/10,839195.64,577169.98,446261.84,148547.58,40095.81,32028.23,19235.46,30354.04,
2021/12/11,993436.87,554263.07,438119.58,130508.19,32591.44,28605.9,19732.43,28984.06,
2021/12/12,948311.3,581304.5,412881.5,131183.22,35471.57,29871.32,18189.46,26273.16,
2021/12/13,805169.62,732191.21,470079.23,181982.13,33325.08,24666.81,32456.43,29745.81,
2021/12/14,2346315.9,1178360.1,902508.25,277162.01,76273.74,56033.75,48445.23,47678.19,
2021/12/15,3736064.11,1710303.67,1055952.04,345187.76,98070.23,67046.01,49827.16,67513.15,
2021/12/16,1683099.13,1291363.63,868064.48,283194.31,71693.45,72283.61,42511.47,42285.44,
2021/12/17,1091789.02,911564.47,830224.46,232844.86,66284.48,64430.2,42606.25,44756.97,
2021/12/18,800826.23,752114.6,802143.77,258595.83,62734.87,54467,39770.63,37252.24,
2021/12/19,781729.79,691215.93,654265.25,204435.03,52095.71,50528.52,47108.83,27651.95,
2021/12/20,792313.77,495777.21,570319.13,101671.81,48831.74,46491.04,44048.64,33954.55,
2021/12/21,792392.75,334571.09,550635.22,92754.42,37701.77,37671.13,35820.35,28716.06,
2021/12/22,632922.12,311461.19,540164,83610.16,37286.14,33398.07,27041.23,25255.62,
2021/12/23,633605.28,305933.98,494211.49,95531.84,33654.63,34637.92,25417.97,23660.41,
2021/12/24,506835.22,520135.56,633834.86,106564,51125.07,43256.22,25838.46,31240.45,
2021/12/25,521115.92,403488.43,1455737.42,93361.9,58217.69,67665.23,31288.41,25190.66,
2021/12/26,639772.58,377727.28,764027.63,95743.38,42254.51,56344.93,31742.49,24850.48,
2021/12/27,598924.41,437388.6,736024.01,97293.8,45990.48,45778.08,28714.44,26630.18,
2021/12/28,600843.35,362445.76,536069.74,86460.13,40080.07,32109.76,24911.9,26115.94,
2021/12/29,438203.46,295777.14,530012.41,95298.14,42991.79,29254.78,20826.42,24130.04,
2021/12/30,407390.84,348126.74,538644.44,104912.2,37228.15,31143.45,21512.01,24231.93,
2021/12/31,477449.15,744118.15,654987.57,142999.21,50466.36,46365.7,27566.42,39764.55,
2022/1/1,544396.73,841556.46,817251.55,175603.19,37607.65,42904.39,30627.83,48849.43,
2022/1/2,586563.92,534674.26,516949.39,110281.68,39441.86,33152.38,28111.13,36774.86,
2022/1/3,504273.24,830579.04,548452.86,186113.77,41522.55,36204.87,28852.57,31770.71,
2022/1/4,922276.99,1205427.8,930858.73,328779.63,61046.73,44006.71,32050.68,34253.81,
2022/1/5,3214937.88,2312353.11,1416082.94,557687.03,226079.46,106543.59,89850.2,95011.05,
2022/1/6,2659409.58,2485731.12,1218712.03,415906.61,165521.83,79915.92,55603.65,71864.78,
2022/1/7,1774274.6,2960976.63,1214705.92,394706.26,159965.38,95493.26,55869.29,92307.48,
2022/1/8,1571431.77,1361211.87,1113109.1,341751.6,125795.26,73162.86,59069.8,73215.75,
2022/1/9,1132714,1010033.19,1033360.27,375792.04,148186.33,71147.05,61942.59,64188.31,
2022/1/10,1061096.26,1126529.04,705301.9,329822.48,97513.95,62931.08,57792.07,55548.08,
2022/1/11,1014355.84,1224851.67,556432.77,210137.75,59456.22,55633.82,46383.99,30975.09,
2022/1/12,1072892.31,995401.77,599536.46,172473.66,62361.34,46106.02,35771.48,52041.41,
2022/1/13,874726.46,667570.71,598434.08,145849.36,55373.94,44496.76,30625.5,36641.75,
2022/1/14,915583,601835.32,810644.27,171453.01,53067.49,52697.8,28028.24,37097.65,
2022/1/15,818467.84,613262.71,684030.44,162381.47,52432.47,41611.87,27998.6,39643.65,
2022/1/16,1053960.12,550240.01,553107.03,115730.71,47253.13,42799.62,29181.89,43747.42,
2022/1/17,886034.15,623933.45,479942.5,97601.74,40181.27,43787.65,24564.88,36831.84,
2022/1/18,984580.29,433346.74,476961.97,106661.68,38425.08,37651.93,25378.21,35516.32,
2022/1/19,946170.77,550216.21,485456.67,86570.45,36043.64,30485.94,21098.5,35088.67,
2022/1/20,698340.75,546513.87,525168.71,80042.28,28621.96,34512.38,18762.32,22668.16,
2022/1/21,708243.03,591950.54,579199.41,87936.82,42603.35,44973.18,20447.35,30406.49,
2022/1/22,767823.99,540918.34,583272.87,98152.18,37942.55,34793.53,20410.46,30156.75,
2022/1/23,825184.61,657991.8,590046.44,116095.4,47930.94,34503.98,20907.16,29072.65,
2022/1/24,721999.27,1014290.43,518924.43,250081.67,42907.45,35162.83,26315.82,37839.95,
2022/1/25,5489106.65,2030098.54,1171076.37,491949.68,94668.71,78096.37,60926.31,62416.81,
2022/1/26,4613655.52,2402411.46,1139062.88,398021.24,169580.99,82413.22,85797.22,96407.16,
2022/1/27,2027727.28,1735305.87,1037676.13,455381.09,85548.32,74207.12,58206.61,60665.95,
2022/1/28,2287630.15,1547863.31,1106875.98,421762.87,100071,79281.26,50639.21,66458.76,
2022/1/29,2186858.82,1496233.59,959929.79,406561.81,85298.96,73407.75,43485.25,50690.49,
2022/1/30,1914096.04,854892.01,838271.88,379210.14,77990.48,54940.88,44143.23,49436.35,
2022/1/31,1930043.96,1476120.03,704344.99,502697.81,70477.17,55441.32,41919.77,49720.26,
2022/2/1,2840960.5,2176537.62,663275.65,479144.45,55290.22,52372.03,42249.18,46174.02,
2022/2/2,2406227.72,1167064.02,589984.8,375134.46,53992.45,43762.24,33823.43,48120.3,
2022/2/3,1154843.34,948706.83,639880.44,304378.44,45254.91,42621.33,27164.85,33720.1,
2022/2/4,1574388.12,906570.14,818110.5,293451.77,55796.73,58940.99,31748.12,55060.11,
2022/2/5,982099.71,955445.55,752961.94,276509.42,48615.14,45524.17,27264.42,38253.32,
2022/2/6,1122481.96,814205.78,653442.11,247549.92,55604.26,49018.94,27799.19,39832.25,
2022/2/7,1094110.37,753481.75,532342.02,194941.95,33775.59,42020.47,24495.06,33039.21,
2022/2/8,1165825.65,526118.23,517579.36,193528.69,38741.34,30110.2,22723.87,31914.39,
2022/2/9,1108507.85,542815.29,514362.86,205878.44,40809.97,35711.29,24046.32,38406.06,
2022/2/10,1280604.39,659933.58,624986.25,207648.2,41477.41,40195.23,26945.81,36403.92,
2022/2/11,1363492.06,592195.8,647387.43,168646.68,50239.79,46783.27,28544.16,44946.54,
2022/2/12,1159395.27,589316.5,528132.16,181171.14,51753.87,36161.47,23515.54,38277.45,
2022/2/13,1103127.48,551440.55,538409.71,170661.2,34877.11,28126.11,20071.88,31707.17,
2022/2/14,920189.57,859701.42,681241.47,289719.94,47169.48,33363.31,26518.72,31738.87,
2022/2/15,1570181.2,903947.43,985958.02,355932.13,52585.47,47454.4,32167.8,31357.08,
2022/2/16,4385531.84,2544460.33,1132362.6,757342.22,151418.06,88155.7,68965.36,60775.9,
2022/2/17,2453420.54,2282158.05,1077407,485814.08,121410.43,81279.86,52874.34,51820.2,
2022/2/18,2522194.17,2303780.69,1241464.78,349921.73,123673.67,82097.71,44894.41,52077.03,
2022/2/19,1943301.38,1384560.65,1126339.57,426155.04,108226.65,70195.26,40665.12,35584.18,
2022/2/20,1377065.97,1087362.08,874278.28,397107.35,99098.22,51375.81,41695.59,36315.15,
2022/2/21,1034227.21,979657.21,662316.05,367323.6,76651.75,44587.43,37768.38,32649.83,
2022/2/22,1016011.69,657797.84,509620.67,214141.67,48029.5,36114.2,25973.34,27521.5,
2022/2/23,995742.71,702090.11,523465.82,147233.52,40191.53,31234.15,20786.53,26759.18,
2022/2/24,772219.3,523353.02,601395.82,94516.46,40729.82,29554.76,19109.96,25067.93,
2022/2/25,659465.32,692324.79,542422.79,107652.33,47277.7,41829.43,22576.01,28344.83,
2022/2/26,826734.28,547961.97,513540.81,117530.59,41690.21,31767.73,20304.74,26902.48,
2022/2/27,744156.84,457646.92,470374.21,103046.87,35359.58,25493,18572.14,30196.05,
2022/2/28,666028.18,662178.64,441807.89,118451.9,33446.2,26346.72,16305.68,23497.83,
2022/3/1,629911.78,1020336.88,485335.39,156020.72,35874.28,26911.13,19982.92,23965.39,
2022/3/2,764980.95,588500.16,479300.83,102139.65,39818.88,22921.88,16969.57,26364.48,
2022/3/3,644075.46,462816.39,499073.25,90614.08,38346.18,19646.15,16308.54,24967.26,
2022/3/4,743141.91,538536.45,513302.18,111704.67,45346,22390.78,18533.59,28810.5,
2022/3/5,758165.52,484917.07,559944.5,111611,35882.94,22392.87,22775.52,34607.09,
2022/3/6,840698.92,484899.55,482541.36,140349.96,39727.19,24234.61,16948.09,55187.59,
2022/3/7,963323.02,570710.06,471872.55,122659.76,28178.49,19963.99,16063.89,38268.15,
2022/3/8,5327909.03,956051,783549.87,300063.58,69094.19,58848.37,42166.77,68278.62,
2022/3/9,5850710.76,1877285.92,906029.07,529062.65,103307.85,62008.23,54986.61,79390.12,
2022/3/10,4005029.08,1730998.63,943734.45,415216.56,103062.22,62098.63,45927.12,57067.43,
2022/3/11,2982096.78,1293413.81,988446.01,364907.51,75516.61,63776.66,45338.55,35537.79,
2022/3/12,2635213.92,851089.56,975018.43,395510.13,78348.27,48360.47,46532.57,23447.63,
2022/3/13,2207252.38,651728.97,748362.3,354797.91,60987.41,38574.92,43318.35,20767.02,
2022/3/14,1724216.39,881770.95,546157.64,242684,51711.13,34885.72,34878.36,21412.35,
2022/3/15,1721722.26,691357.11,513133.93,222876.45,42618.74,30652.94,32795.6,23484.69,
2022/3/16,1547230.7,735087.44,470843.95,225310,38870.49,29218.34,22755.6,26341.29,
2022/3/17,1485843.05,469455.97,460626.93,213107.07,29601.28,25502.82,17199.85,21423.56,
2022/3/18,1424115.92,554829.53,527261.65,213997.47,41646.48,30781.63,17736.16,20315.38,
2022/3/19,1217426.16,597479.5,523465.1,210366.21,34324.65,28609.7,19302.23,16079.42,
2022/3/20,1289701.72,461071.27,497444.44,197467.51,33196.28,30877.62,18355.76,11333.86,
2022/3/21,1228369.91,480376.63,422902.74,185513.59,27971.62,23253.7,17181.21,11103.4,
2022/3/22,1310454.82,460184.94,389724.86,122658.18,29121.38,21080.83,19046.77,13249.53,
2022/3/23,1339815.59,533965.05,425093.15,127350.35,28331.97,20818.09,16921.59,15290.83,
2022/3/24,1037807.56,437970.17,457763.73,125630.54,36464.02,23545.57,17190.18,18813.86,
2022/3/25,1112421.16,656045.69,532903.49,162688.5,38151.6,32208.68,18392.77,17999.86,
2022/3/26,1063007.28,559613.89,525666.26,156044.44,42979.67,28932.41,18896.61,22890.63,
2022/3/27,1081728.87,559867.26,465540.63,132728.87,31185.38,26956.89,18084.19,25994.51,
2022/3/28,1061717.95,767516.06,500004.04,153648.8,36906.63,24792.93,20262.26,18558.53,
2022/3/29,1875089.13,652061.04,1108308.37,148869.37,58546.31,32651.11,30555.6,27964.48,
2022/3/30,6290742.41,1966051.97,1376794.41,334684.26,180772.36,98308.79,75442.92,68740.79,
2022/3/31,2820499.82,2137567.5,1138848.25,387509.54,129187.67,84278.79,62083.88,41616.41,
2022/4/1,1988980.57,2481391.58,1193127.63,439077.51,123573.02,86717.42,58164.53,27855.23,
2022/4/2,2026347.16,1415289.65,1105854.52,320808.5,111470.93,69706.3,49473.7,37347.8,
2022/4/3,1976374.45,1180033.99,909184.05,285752.98,111234.09,56189.09,46928.73,41247.06,
2022/4/4,1452866.72,895662.19,670106.75,199174.55,76673.75,51918.57,39016.91,32960.98,
2022/4/5,1565577.94,815104.46,575989.02,149624.83,59280.7,39072.19,38678.78,37424.54,
2022/4/6,1392816.5,793849.59,648149.85,123795.84,56621.51,39563.96,32748.47,32173.25,
2022/4/7,1205981.54,603664.4,731480.88,124812.32,55027.27,45618.8,30242.78,30654.62,
2022/4/8,1176732.88,494955.94,827851.01,146290.64,49241.22,40659.35,28763.15,26157.32,
2022/4/9,1114431,460784.76,572290.41,142976,52395.94,39504.83,26398.5,24717.64,
2022/4/10,1149865.69,486374.77,485293.38,110986.12,36994.39,32292.09,23203.77,33359.73,
2022/4/11,1127211.6,456957.95,408860.99,110947.86,34207.88,27445.13,22511.61,20695.31,
2022/4/12,1041079.67,319067.28,340161.04,94385.73,28258.35,21512.48,18364.82,22828.27,
2022/4/13,1185496.49,375933.34,414911.84,94139.91,32792.76,23420.04,20212.55,19364.06,
2022/4/14,1254264.64,456404.1,360291.59,111918.7,30788.94,25213.51,19036.75,16378.56,
2022/4/15,1204608.45,442076.47,431528.72,111336.28,40220.65,26260.95,20041.26,24689.36,
2022/4/16,1204349.67,536766.17,379038.14,117313,30816.53,19781.11,17192.75,18982.29,
2022/4/17,1233928.46,466977.93,389889.75,112462.72,33416.14,18791.07,17729.64,17290.37,
2022/4/18,1197268.76,663998.61,418976.71,122827.45,30796.78,18273.59,18436.33,18097.59,
2022/4/19,5306595.98,1124606.17,648977.56,252344.72,51033.55,41885.24,31820.39,34264.22,
2022/4/20,4954023.97,1994405.59,658431.7,152731.16,61987.22,41556.31,31736.12,36958.26,
2022/4/21,1808512.97,1396803.76,453327.1,220105.44,42029.59,29934.28,25152.46,26756.59,
2022/4/22,1949953.72,981338.45,484731.35,128709.63,37511.64,29654.2,25464.9,26025.84,
2022/4/23,1668307.12,788936.23,353305.71,127339.94,38182.22,25293.7,23151.06,21788.31,
